caste1,degree,employed1,income1,mother1,occupation,religion1,account
Leva Patidar,M.Pharm. (Pharmacy),Private Sector,INR 3 lakhs to 4 lakhs,Gujarati,Pharmaceutical/Biotechnology,Hindu,real
Patel,M.Pharm. (Pharmacy),Private Sector,INR 3 lakhs to 4 lakhs,Gujarati,Sales/Business Development,Hindu,real
Brahmin,BE B.Tech (Engineering),Central Government,INR 3 lakhs to 4 lakhs,Gujarati,Telecom/ISP,Hindu,real
Shewetamber,BE B.Tech (Engineering),Private Sector,INR 30 lakhs to 40 lakhs,Gujarati,IT,Jain,real
Vaishnav,BE B.Tech (Engineering),Public Sector,INR 4 lakhs to 5 lakhs,Gujarati,Agriculture,Hindu,real
Vaishnav,MCA PGDCA part time,Private Sector,INR 4 lakhs to 5 lakhs,Gujarati,Artists/Animators/Web Designers,Hindu,real
Shewetamber,B.Com (Commerce),Others,INR 4 lakhs to 5 lakhs,Gujarati,Business Owner/Entrepreneur,Jain,real
Brahmin,Engineering,Private Sector,INR 4 lakhs to 5 lakhs,Gujarati,Electronics,Hindu,real
Vania,B.Com (Commerce),Private Sector,INR 4 lakhs to 5 lakhs,Gujarati,Finance and Accounts,Jain,real
Vankar,MD/MS (Medicine),State Government,INR 4 lakhs to 5 lakhs,Gujarati,Government Employee,Hindu,real
Scheduled Caste,MBA/PGDM,MNC,INR 4 lakhs to 5 lakhs,Gujarati,Human Resource,Hindu,real
Vaishnav,BE B.Tech (Engineering),MNC,INR 4 lakhs to 5 lakhs,Gujarati,IT,Hindu,real
Kshatriya,ML/LLM (Law),Private Sector,INR 4 lakhs to 5 lakhs,Gujarati,Legal,Hindu,real
Brahmin,B.Com (Commerce),MNC,INR 4 lakhs to 5 lakhs,Gujarati,Purchase/Logistics/Supply chain,Hindu,real
Vaishnav,12th,Others,INR 4 lakhs to 5 lakhs,Gujarati,Sales/Business Development,Hindu,real
Brahmin - Pandit,MD/MS (Medicine),Others,INR 40 lakhs to 50 lakhs,Gujarati,Pharmaceutical/Biotechnology,Hindu,real
Khatri,ME/M.Tech/MS (Engg/Sciences),Private Sector,INR 40 lakhs to 50 lakhs,Gujarati,Construction,Hindu,real
Patel,B.Com (Commerce),Private Sector,INR 50 lakhs and above,Gujarati,Customer Service/Call Centre/BPO,Hindu,real
Prajapati,B.Com (Commerce),Others,INR 50 thousand to 1 lakh,Gujarati,Business Owner/Entrepreneur,Hindu,real
Leva patel,Other Diploma,Private Sector,INR 50 thousand to 1 lakh,Gujarati,Finance and Accounts,Hindu,real
Patel Leva,B.Sc (Science),Private Sector,INR 50 thousand to 1 lakh,Gujarati,Health Care,Hindu,real
Prajapati,B.A. (Arts),Others,INR 50 thousand to 1 lakh,Gujarati,Travel/Airlines,Hindu,real
Brahmin,MBA/PGDM,MNC,INR 7 lakhs to 10 lakhs,Gujarati,Banking/Insurance/Financial Services,Hindu,real
Brahmin,B.Sc (Science),Public Sector,INR 7 lakhs to 10 lakhs,Gujarati,Banking/Insurance/Financial Services,Hindu,real
Vaishnav Vania,BBA/BBM/BBS,Private Sector,INR 7 lakhs to 10 lakhs,Gujarati,Business Owner/Entrepreneur,Hindu,real
Vaishnav,MBA/PGDM,Others,INR 7 lakhs to 10 lakhs,Gujarati,Business Owner/Entrepreneur,Hindu,real
Vaishnav,Engineering,Private Sector,INR 7 lakhs to 10 lakhs,Gujarati,Construction,Hindu,real
Brahmin,M.Sc. (Science),Private Sector,INR 7 lakhs to 10 lakhs,Gujarati,Education/Training,Hindu,real
Panchal,MD/MS (Medicine),Central Government,INR 7 lakhs to 10 lakhs,Gujarati,Health Care,Hindu,real
Brahmin - Audichya,BE B.Tech (Engineering),MNC,INR 7 lakhs to 10 lakhs,Gujarati,IT,Hindu,real
Kadava Patel,Engineering,Others,INR 7 lakhs to 10 lakhs,Gujarati,Manufacturing/Engineering/R&D,Hindu,real
Shewetamber,BE B.Tech (Engineering),MNC,INR 7 lakhs to 10 lakhs,Gujarati,Manufacturing/Engineering/R&D,Jain,real
Mochi,Engineering,MNC,INR 7 lakhs to 10 lakhs,Gujarati,Manufacturing/Engineering/R&D,Hindu,real
Rajput,Engineering,MNC,INR 7 lakhs to 10 lakhs,Gujarati,Manufacturing/Engineering/R&D,Hindu,real
Shewetamber,MBA/PGDM,Private Sector,INR 7 lakhs to 10 lakhs,Gujarati,Marketing and Communications,Jain,real
Vaishya Vani,B.Com (Commerce),Public Sector,Don't wish to specify,Gujarati,Banking/Insurance/Financial Services,Hindu,real
Brahmin,BE B.Tech (Engineering),Private Sector,Don't wish to specify,Gujarati,Business Owner/Entrepreneur,Hindu,real
Leva patel,B.Arch (Architecture),Private Sector,Don't wish to specify,Gujarati,Business Owner/Entrepreneur,Hindu,real
Baniya,12th,Others,Don't wish to specify,Gujarati,Business Owner/Entrepreneur,Hindu,real
Patel Leva,BL/LLB/BGL (Law),Others,Don't wish to specify,Gujarati,Construction,Hindu,real
Shewetamber,B.Com (Commerce),Private Sector,Don't wish to specify,Gujarati,Customer Service/Call Centre/BPO,Jain,real
Shewetamber,CA (Chartered Accountant),Private Sector,Don't wish to specify,Gujarati,Finance and Accounts,Jain,real
Koli,BE B.Tech (Engineering),Private Sector,Don't wish to specify,Gujarati,IT,Hindu,real
Suthar,BE B.Tech (Engineering),MNC,Don't wish to specify,Gujarati,IT,Hindu,real
Brahmin - Anavil,MCA/PGDCA,Private Sector,Don't wish to specify,Gujarati,IT,Hindu,real
Patel,ME/M.Tech/MS (Engg/Sciences),Private Sector,Don't wish to specify,Gujarati,IT,Hindu,real
Jain-Others,ML/LLM (Law),Others,Don't wish to specify,Gujarati,Legal,Jain,real
Sunni,MBA/PGDM,Not Working,Don't wish to specify,Gujarati,Non Working,Muslim,real
Soni,MBA/PGDM,Private Sector,Don't wish to specify,Gujarati,Banking/Insurance/Financial Services,Hindu,real
Jain-Others,B.Com (Commerce),Private Sector,Don't wish to specify,Gujarati,Business Owner/Entrepreneur,Jain,real
Patel Leva,BDS (Dental Surgery),Private Sector,Don't wish to specify,Gujarati,Health Care,Hindu,real
Vaishnav,ME/M.Tech/MS (Engg/Sciences),Private Sector,Don't wish to specify,Gujarati,Retail Chains,Hindu,real
Khatri,Ph.D. (Doctorate),Public Sector,Don't wish to specify,Gujarati,Science,Hindu,real
Vaishnav,MBA/PGDM,Private Sector,Don't wish to specify,Gujarati,Health Care,Hindu,real
Patel,M.Sc. (Science),Private Sector,Don't wish to specify,Gujarati,IT,Hindu,real
Vaishnav,ME/M.Tech/MS (Engg/Sciences),Private Sector,Don't wish to specify,Gujarati,Science,Hindu,real
Shewetamber,Others,Others,INR Under 50 thousand,Gujarati,Others,Jain,real
Brahmin,B.Com (Commerce),Private Sector,INR 1 lakh to 2 lakhs,Haryanvi,Finance and Accounts,Hindu,real
Jat,ME/M.Tech/MS (Engg/Sciences),Private Sector,INR 10 lakhs to 15 lakhs,Haryanvi,Manufacturing/Engineering/R&D,Hindu,real
Jat,B.Com (Commerce),Central Government,INR 3 lakhs to 4 lakhs,Haryanvi,Admin/Secretarial,Hindu,real
Baniya,BE B.Tech (Engineering),Private Sector,INR 50 thousand to 1 lakh,Haryanvi,Business Owner/Entrepreneur,Hindu,real
Jat,CA (Chartered Accountant),Others,INR 7 lakhs to 10 lakhs,Haryanvi,Education/Training,Hindu,real
Jat,BHMS (Homeopathy),Not Working,Don't wish to specify,Haryanvi,Non Working,Hindu,real
Yadav,Master of Health Administration,Private Sector,Don't wish to specify,Haryanvi,Health Care,Hindu,real
Dhiman,B.Com (Commerce),Others,INR 1 lakh to 2 lakhs,Himachali/Pahari,Others,Hindu,real
Rajput,Other Post Graduation,Private Sector,INR 1 lakh to 2 lakhs,Himachali/Pahari,Education/Training,Hindu,real
Rajput,MBBS,Central Government,INR 15 lakhs to 20 lakhs,Himachali/Pahari,Health Care,Hindu,real
Rajput,MBA/PGDM,Private Sector,INR 2 lakhs to 3 lakhs,Himachali/Pahari,Banking/Insurance/Financial Services,Hindu,real
Rajput,MCA/PGDCA,Private Sector,INR 3 lakhs to 4 lakhs,Himachali/Pahari,IT,Hindu,real
Himachali/Pahari,MBA/PGDM,Private Sector,INR 7 lakhs to 10 lakhs,Himachali/Pahari,Banking/Insurance/Financial Services,Hindu,real
Scheduled Caste,Ph.D. (Doctorate),Others,INR 7 lakhs to 10 lakhs,Himachali/Pahari,Health Care,Hindu,real
Brahmin,Engineering,MNC,INR 7 lakhs to 10 lakhs,Himachali/Pahari,Telecom/ISP,Hindu,real
Brahmin,MCA/PGDCA,MNC,Don't wish to specify,Himachali/Pahari,IT,Hindu,real
Rajput,BE B.Tech (Engineering),Private Sector,Don't wish to specify,Himachali/Pahari,Merchant Navy,Hindu,real
Yadav,B.Ed (Education),Private Sector,INR 1 lakh to 2 lakhs,Hindi,Admin/Secretarial,Hindu,real
Yadav,BBA/BBM/BBS,Private Sector,INR 1 lakh to 2 lakhs,Hindi,Admin/Secretarial,Hindu,real
Rajput,MBA/PGDM,Private Sector,INR 1 lakh to 2 lakhs,Hindi,Admin/Secretarial,Hindu,real
Brahmin,MCA/PGDCA,MNC,INR 1 lakh to 2 lakhs,Hindi,Admin/Secretarial,Hindu,real
Rajput,MCA PGDCA part time,Private Sector,INR 1 lakh to 2 lakhs,Hindi,Admin/Secretarial,Hindu,real
Rajput,MCA/PGDCA,Private Sector,INR 1 lakh to 2 lakhs,Hindi,Admin/Secretarial,Hindu,real
Brahmin - Bengali,MA (Arts),Others,INR 1 lakh to 2 lakhs,Hindi,Admin/Secretarial,Hindu,real
Saini,M.Ed. (Education),Private Sector,INR 1 lakh to 2 lakhs,Hindi,Agriculture,Hindu,real
Brahmin - Gaur,B.A. (Arts),Others,INR 1 lakh to 2 lakhs,Hindi,Banking/Insurance/Financial Services,Hindu,real
Kori,Ph.D. (Doctorate),State Government,INR 1 lakh to 2 lakhs,Hindi,Banking/Insurance/Financial Services,Hindu,real
Kayastha,B.A. (Arts),Private Sector,INR 1 lakh to 2 lakhs,Hindi,Banking/Insurance/Financial Services,Hindu,real
Rajput,MBA/PGDM,Central Government,INR 1 lakh to 2 lakhs,Hindi,Banking/Insurance/Financial Services,Hindu,real
Kurmi Kshatriya,M.Lib.Sc. (Library Sciences),Private Sector,INR 1 lakh to 2 lakhs,Hindi,Banking/Insurance/Financial Services,Hindu,real
Brahmin,B.Sc (Science),MNC,INR 1 lakh to 2 lakhs,Hindi,Banking/Insurance/Financial Services,Hindu,real
Hindu-Others,BE B.Tech (Engineering),Private Sector,INR 1 lakh to 2 lakhs,Hindi,Business Owner/Entrepreneur,Hindu,real
Gupta,M.Com. (Commerce),Private Sector,INR 1 lakh to 2 lakhs,Hindi,Business Owner/Entrepreneur,Hindu,real
Brahmin - Kanyakubj,B.Sc (Science),Private Sector,INR 1 lakh to 2 lakhs,Hindi,Business Owner/Entrepreneur,Hindu,real
Shewetamber,10th,Public Sector,INR 1 lakh to 2 lakhs,Hindi,Business Owner/Entrepreneur,Jain,real
Agarwal,B.Com (Commerce),Others,INR 1 lakh to 2 lakhs,Hindi,Business Owner/Entrepreneur,Hindu,real
Scheduled Tribe,10th,Private Sector,INR 1 lakh to 2 lakhs,Hindi,Business Owner/Entrepreneur,Hindu,real
Vaishya,M.Com. (Commerce),Private Sector,INR 1 lakh to 2 lakhs,Hindi,Construction,Hindu,real
Khatri,PG Diploma,Central Government,INR 1 lakh to 2 lakhs,Hindi,Construction,Hindu,real
Sunni,MCA/PGDCA,MNC,INR 1 lakh to 2 lakhs,Hindi,Customer Service/Call Centre/BPO,Muslim,real
Brahmin - Maithil,BCA (Computer Application),Central Government,INR 1 lakh to 2 lakhs,Hindi,Defence,Hindu,real
Bhumihar Brahmin,MBA/PGDM,Private Sector,INR 1 lakh to 2 lakhs,Hindi,Education/Training,Hindu,real
Others,M.Com. (Commerce),Public Sector,INR 1 lakh to 2 lakhs,Hindi,Export/Import,Muslim,real
Kshatriya,MCA/PGDCA,Private Sector,INR 1 lakh to 2 lakhs,Hindi,Finance and Accounts,Hindu,real
Scheduled Caste,B.A. (Arts),Private Sector,INR 1 lakh to 2 lakhs,Hindi,Finance and Accounts,Hindu,real
Sonar,B.Com (Commerce),Private Sector,INR 1 lakh to 2 lakhs,Hindi,Finance and Accounts,Hindu,real
Pal,B.Arch (Architecture),State Government,INR 1 lakh to 2 lakhs,Hindi,Government Employee,Hindu,real
Kayastha,B.A. (Arts),Others,INR 1 lakh to 2 lakhs,Hindi,Government Employee,Hindu,real
Scheduled Caste,B.A. (Arts),Public Sector,INR 1 lakh to 2 lakhs,Hindi,Government Employee,Hindu,real
Khatri,B.A. (Arts),Central Government,INR 1 lakh to 2 lakhs,Hindi,Government Employee,Hindu,real
Brahmin - Bhatt,B.Com (Commerce),State Government,INR 1 lakh to 2 lakhs,Hindi,Government Employee,Hindu,real
Teli,12th,MNC,INR 1 lakh to 2 lakhs,Hindi,Health Care,Hindu,real
Kayastha,MBA/PGDM,Private Sector,INR 1 lakh to 2 lakhs,Hindi,Hotels/Restaurants,Hindu,real
Adi Dravida,Bachelor of Fashion Technology,State Government,INR 1 lakh to 2 lakhs,Hindi,Hotels/Restaurants,Hindu,real
Kashyap,MCA/PGDCA,Central Government,INR 1 lakh to 2 lakhs,Hindi,IT,Hindu,real
Khatri,MCA/PGDCA,Private Sector,INR 1 lakh to 2 lakhs,Hindi,IT,Hindu,real
Rajput,Other Post Graduation,Private Sector,INR 1 lakh to 2 lakhs,Hindi,IT,Hindu,real
Brahmin,MCA/PGDCA,Private Sector,INR 1 lakh to 2 lakhs,Hindi,IT,Hindu,real
Gupta,BE B.Tech (Engineering),Private Sector,INR 1 lakh to 2 lakhs,Hindi,IT,Hindu,real
Brahmin,B.A. (Arts),Private Sector,INR 1 lakh to 2 lakhs,Hindi,IT,Hindu,real
Hindu-Others,MBA/PGDM,Not Working,INR 1 lakh to 2 lakhs,Hindi,Management/Corporate Professionals,Hindu,real
Protestant,ME/M.Tech/MS (Engg/Sciences),Private Sector,INR 1 lakh to 2 lakhs,Hindi,Manufacturing/Engineering/R&D,Christian,real
Rajput,Engineering,Private Sector,INR 1 lakh to 2 lakhs,Hindi,Manufacturing/Engineering/R&D,Hindu,real
Brahmin,BBA/BBM/BBS,Private Sector,INR 1 lakh to 2 lakhs,Hindi,Marketing and Communications,Hindu,real
Rajput,MBA/PGDM,Private Sector,INR 1 lakh to 2 lakhs,Hindi,Marketing and Communications,Hindu,real
Brahmin,M.Com. (Commerce),Private Sector,INR 1 lakh to 2 lakhs,Hindi,Others,Hindu,real
Maratha,12th,Private Sector,INR 1 lakh to 2 lakhs,Hindi,Others,Hindu,real
Lodhi Rajput,MA (Arts),Others,INR 1 lakh to 2 lakhs,Hindi,Others,Hindu,real
Sunni,M.Sc. (Science),Private Sector,INR 1 lakh to 2 lakhs,Hindi,Pharmaceutical/Biotechnology,Muslim,real
Brahmin - Dixit,M.Com. (Commerce),Private Sector,INR 1 lakh to 2 lakhs,Hindi,Pharmaceutical/Biotechnology,Hindu,real
Brahmin - Pandit,12th,Private Sector,INR 1 lakh to 2 lakhs,Hindi,Purchase/Logistics/Supply chain,Hindu,real
Brahmin,B.A. (Arts),Private Sector,INR 1 lakh to 2 lakhs,Hindi,Sales/Business Development,Hindu,real
Sunni,PG Diploma,Private Sector,INR 1 lakh to 2 lakhs,Hindi,Sales/Business Development,Muslim,real
Rajput,B.Com (Commerce),Private Sector,INR 1 lakh to 2 lakhs,Hindi,Sales/Business Development,Hindu,real
Vishwakarma,12th,Private Sector,INR 1 lakh to 2 lakhs,Hindi,Telecom/ISP,Hindu,real
Brahmin,CA (Chartered Accountant),MNC,INR 10 lakhs to 15 lakhs,Hindi,Advertising/Entertainment/Media,Hindu,real
Sunni,BCA (Computer Application),MNC,INR 10 lakhs to 15 lakhs,Hindi,Advertising/Entertainment/Media,Muslim,real
Brahmin - Saryuparin,MBA/PGDM,Private Sector,INR 10 lakhs to 15 lakhs,Hindi,Banking/Insurance/Financial Services,Hindu,real
Mathur,CA (Chartered Accountant),Private Sector,INR 10 lakhs to 15 lakhs,Hindi,Banking/Insurance/Financial Services,Hindu,real
Kayastha,CFA (Chartered Financial Analyst),MNC,INR 10 lakhs to 15 lakhs,Hindi,Banking/Insurance/Financial Services,Hindu,real
Agarwal,CFA (Chartered Financial Analyst),MNC,INR 10 lakhs to 15 lakhs,Hindi,Banking/Insurance/Financial Services,Hindu,real
Brahmin - Kanyakubj,MBA/PGDM,Others,INR 10 lakhs to 15 lakhs,Hindi,Banking/Insurance/Financial Services,Hindu,real
Brahmin,MBA/PGDM,MNC,INR 10 lakhs to 15 lakhs,Hindi,Banking/Insurance/Financial Services,Hindu,real
Brahmin - Saryuparin,MBA/PGDM,Public Sector,INR 10 lakhs to 15 lakhs,Hindi,Banking/Insurance/Financial Services,Hindu,real
Brahmin,BCA (Computer Application),Others,INR 10 lakhs to 15 lakhs,Hindi,Business Owner/Entrepreneur,Hindu,real
Shewetamber,BBA/BBM/BBS,Private Sector,INR 10 lakhs to 15 lakhs,Hindi,Business Owner/Entrepreneur,Jain,real
Baniya,BBA/BBM/BBS,Private Sector,INR 10 lakhs to 15 lakhs,Hindi,Business Owner/Entrepreneur,Hindu,real
Jaiswal,B.Com (Commerce),Others,INR 10 lakhs to 15 lakhs,Hindi,Business Owner/Entrepreneur,Hindu,real
Brahmin,B.Com (Commerce),Private Sector,INR 10 lakhs to 15 lakhs,Hindi,Business Owner/Entrepreneur,Hindu,real
Gupta,B.Com (Commerce),Others,INR 10 lakhs to 15 lakhs,Hindi,Business Owner/Entrepreneur,Hindu,real
Brahmin,B.Com (Commerce),Private Sector,INR 10 lakhs to 15 lakhs,Hindi,Business Owner/Entrepreneur,Hindu,real
Catholic,MSW (Social Work),Public Sector,INR 10 lakhs to 15 lakhs,Hindi,Business Owner/Entrepreneur,Christian,real
Brahmin - Gaur,B.Com (Commerce),Private Sector,INR 10 lakhs to 15 lakhs,Hindi,Business Owner/Entrepreneur,Hindu,real
Jat,M.Sc. (Science),Others,INR 10 lakhs to 15 lakhs,Hindi,Business Owner/Entrepreneur,Hindu,real
Scheduled Caste,BE B.Tech (Engineering),Public Sector,INR 10 lakhs to 15 lakhs,Hindi,Business Owner/Entrepreneur,Hindu,real
Brahmin,MBA/PGDM,MNC,INR 10 lakhs to 15 lakhs,Hindi,Customer Service/Call Centre/BPO,Hindu,real
Yadav,BE B.Tech (Engineering),Private Sector,INR 10 lakhs to 15 lakhs,Hindi,Education/Training,Hindu,real
Rajput,Ph.D. (Doctorate),Central Government,INR 10 lakhs to 15 lakhs,Hindi,Education/Training,Hindu,real
Brahmin,BE B.Tech (Engineering),Others,INR 10 lakhs to 15 lakhs,Hindi,Education/Training,Hindu,real
Baniya,BE B.Tech (Engineering),MNC,INR 10 lakhs to 15 lakhs,Hindi,Electronics,Hindu,real
Brahmin,MBA/PGDM,MNC,INR 10 lakhs to 15 lakhs,Hindi,Finance and Accounts,Hindu,real
Protestant,MBA/PGDM,Private Sector,INR 10 lakhs to 15 lakhs,Hindi,Finance and Accounts,Christian,real
Khatri,CA (Chartered Accountant),Private Sector,INR 10 lakhs to 15 lakhs,Hindi,Finance and Accounts,Hindu,real
Arora,MBA/PGDM,Public Sector,INR 10 lakhs to 15 lakhs,Hindi,Government Employee,Hindu,real
Khatri,MBBS,Private Sector,INR 10 lakhs to 15 lakhs,Hindi,Health Care,Hindu,real
Catholic,BE B.Tech (Engineering),Private Sector,INR 10 lakhs to 15 lakhs,Hindi,IT,Christian,real
Vishwakarma,BE B.Tech (Engineering),MNC,INR 10 lakhs to 15 lakhs,Hindi,IT,Hindu,real
Gupta,BE B.Tech (Engineering),MNC,INR 10 lakhs to 15 lakhs,Hindi,IT,Hindu,real
Kayastha,BE B.Tech (Engineering),MNC,INR 10 lakhs to 15 lakhs,Hindi,IT,Hindu,real
Brahmin,BE B.Tech (Engineering),MNC,INR 10 lakhs to 15 lakhs,Hindi,IT,Hindu,real
Agarwal,BE B.Tech (Engineering),MNC,INR 10 lakhs to 15 lakhs,Hindi,IT,Hindu,real
Arora,BE B.Tech (Engineering),MNC,INR 10 lakhs to 15 lakhs,Hindi,IT,Hindu,real
Rajput,B.Sc (Science),Private Sector,INR 10 lakhs to 15 lakhs,Hindi,IT,Hindu,real
Rajput,BE B.Tech (Engineering),MNC,INR 10 lakhs to 15 lakhs,Hindi,IT,Hindu,real
Gujarati,Other Diploma,MNC,INR 10 lakhs to 15 lakhs,Hindi,IT,Hindu,real
Gupta,BL/LLB/BGL (Law),Others,INR 10 lakhs to 15 lakhs,Hindi,Legal,Hindu,real
Kayastha,BL/LLB/BGL (Law),MNC,INR 10 lakhs to 15 lakhs,Hindi,Legal,Hindu,real
Rajput,BL/LLB/BGL (Law),Private Sector,INR 10 lakhs to 15 lakhs,Hindi,Legal,Hindu,real
Kshatriya,BE B.Tech (Engineering),Private Sector,INR 10 lakhs to 15 lakhs,Hindi,Management/Corporate Professionals,Hindu,real
Brahmin,MBA/PGDM,Private Sector,INR 10 lakhs to 15 lakhs,Hindi,Management/Corporate Professionals,Hindu,real
Jaiswal,BE B.Tech (Engineering),MNC,INR 10 lakhs to 15 lakhs,Hindi,Manufacturing/Engineering/R&D,Hindu,real
Brahmin,BE B.Tech (Engineering),Private Sector,INR 10 lakhs to 15 lakhs,Hindi,Manufacturing/Engineering/R&D,Hindu,real
Gupta,BE B.Tech (Engineering),Private Sector,INR 10 lakhs to 15 lakhs,Hindi,Oil/Gas,Hindu,real
Brahmin - Gaur,BE B.Tech (Engineering),Public Sector,INR 10 lakhs to 15 lakhs,Hindi,Oil/Gas,Hindu,real
Brahmin - Bhumihar,BE B.Tech (Engineering),Public Sector,INR 10 lakhs to 15 lakhs,Hindi,Oil/Gas,Hindu,real
Brahmin,BE B.Tech (Engineering),Private Sector,INR 10 lakhs to 15 lakhs,Hindi,Others,Hindu,real
Gupta,MBA/PGDM,Public Sector,INR 10 lakhs to 15 lakhs,Hindi,Purchase/Logistics/Supply chain,Hindu,real
Arora,MCA PGDCA part time,Others,INR 10 lakhs to 15 lakhs,Hindi,Real Estate,Hindu,real
Kayastha,MBA/PGDM,Private Sector,INR 10 lakhs to 15 lakhs,Hindi,Telecom/ISP,Hindu,real
Sahu,MBA/PGDM,Private Sector,INR 10 lakhs to 15 lakhs,Hindi,Telecom/ISP,Hindu,real
Agarwal,CA (Chartered Accountant),Private Sector,INR 10 lakhs to 15 lakhs,Hindi,Business Owner/Entrepreneur,Hindu,real
Digambar,BE B.Tech (Engineering),MNC,INR 10 lakhs to 15 lakhs,Hindi,IT,Jain,real
Brahmin,CA (Chartered Accountant),MNC,INR 15 lakhs to 20 lakhs,Hindi,Admin/Secretarial,Hindu,real
Sunni,MBA/PGDM,Central Government,INR 15 lakhs to 20 lakhs,Hindi,Admin/Secretarial,Muslim,real
Rajput,MBA/PGDM,Private Sector,INR 15 lakhs to 20 lakhs,Hindi,Banking/Insurance/Financial Services,Hindu,real
Khatri,CA (Chartered Accountant),Private Sector,INR 15 lakhs to 20 lakhs,Hindi,Banking/Insurance/Financial Services,Hindu,real
Rajput,ICWA,MNC,INR 15 lakhs to 20 lakhs,Hindi,Banking/Insurance/Financial Services,Hindu,real
Agarwal,BE B.Tech (Engineering),Others,INR 15 lakhs to 20 lakhs,Hindi,Business Owner/Entrepreneur,Hindu,real
Jat,M.Sc. (Science),Others,INR 15 lakhs to 20 lakhs,Hindi,Business Owner/Entrepreneur,Hindu,real
Gurjar,M.Plan. (Planning),Private Sector,INR 15 lakhs to 20 lakhs,Hindi,Business Owner/Entrepreneur,Hindu,real
Marwari,B.Com (Commerce),Others,INR 15 lakhs to 20 lakhs,Hindi,Business Owner/Entrepreneur,Hindu,real
Brahmin,CS (Company Secretary),State Government,INR 15 lakhs to 20 lakhs,Hindi,Civil Services/Law Enforcement,Hindu,real
Agarwal,ME/M.Tech/MS (Engg/Sciences),Private Sector,INR 15 lakhs to 20 lakhs,Hindi,Construction,Hindu,real
Rajput,BE B.Tech (Engineering),Central Government,INR 15 lakhs to 20 lakhs,Hindi,Government Employee,Hindu,real
Sikh - Arora,MD/MS (Medicine),Private Sector,INR 15 lakhs to 20 lakhs,Hindi,Health Care,Sikh,real
Brahmin,MD/MS (Medicine),Public Sector,INR 15 lakhs to 20 lakhs,Hindi,Health Care,Hindu,real
Khatri,BE B.Tech (Engineering),MNC,INR 15 lakhs to 20 lakhs,Hindi,IT,Hindu,real
Rajput,BL/LLB/BGL (Law),Private Sector,INR 15 lakhs to 20 lakhs,Hindi,Legal,Hindu,real
Rajput,MBA/PGDM,MNC,INR 15 lakhs to 20 lakhs,Hindi,Management/Corporate Professionals,Hindu,real
Brahmin - Gour,MBA/PGDM,Private Sector,INR 15 lakhs to 20 lakhs,Hindi,Management/Corporate Professionals,Hindu,real
Agarwal,MBA/PGDM,MNC,INR 15 lakhs to 20 lakhs,Hindi,Management/Corporate Professionals,Hindu,real
Digambar,MBA/PGDM,MNC,INR 15 lakhs to 20 lakhs,Hindi,Management/Corporate Professionals,Jain,real
Jat,MBA/PGDM,MNC,INR 15 lakhs to 20 lakhs,Hindi,Management/Corporate Professionals,Hindu,real
Kushwaha (Koiri),ME/M.Tech/MS (Engg/Sciences),MNC,INR 15 lakhs to 20 lakhs,Hindi,Oil/Gas,Hindu,real
Kurmi,Other Diploma,Others,INR 15 lakhs to 20 lakhs,Hindi,Others,Hindu,real
Kayastha,MBA/PGDM,MNC,INR 15 lakhs to 20 lakhs,Hindi,Purchase/Logistics/Supply chain,Hindu,real
Shewetamber,BE B.Tech (Engineering),Private Sector,INR 15 lakhs to 20 lakhs,Hindi,Sales/Business Development,Jain,real
Khatri,MBA/PGDM,Others,INR 15 lakhs to 20 lakhs,Hindi,Sales/Business Development,Hindu,real
