caste1,degree,employed1,income1,mother1,occupation,religion1,account
Bhovi,B.Arch (Architecture),Central Government,INR Under 50 thousand,Urdu,Government Employee,Muslim,fake
Kadava Patel,Engineering,Central Government,INR 40 lakhs to 50 lakhs,Urdu,Beauty/Fashion/Jewellery Designers,Muslim,fake
Gujjar,BE B.Tech (Engineering),State Government,INR 3 lakhs to 4 lakhs,Urdu,Manufacturing/Engineering/R&D,Muslim,fake
Lambadi,BBA/BBM/BBS,Central Government,INR 40 lakhs to 50 lakhs,Urdu,Sales/Business Development,Muslim,fake
Ambalavasi,CS (Company Secretary),State Government,INR 25 lakhs to 30 lakhs,Urdu,Admin/Secretarial,Muslim,fake
Pillai,M.Lib.Sc. (Library Sciences),Public Sector,INR 50 lakhs and above,Urdu,Advertising/Entertainment/Media ,Muslim,fake
Bunt (Shetty),M.Arch. (Architecture),Public Sector,INR 40 lakhs to 50 lakhs,Urdu,Beauty/Fashion/Jewellery Designers,Muslim,fake
Mudiraj,B.Plan (Planning),Public Sector,INR Under 50 thousand,Urdu,Advertising/Entertainment/Media ,Muslim,fake
Bahi,B.Pharm (Pharmacy),Public Sector,INR 25 lakhs to 30 lakhs,Urdu,Science,Muslim,fake
Kummari,Other Diploma,Public Sector,Don't wish to specify,Urdu,Defence/Merchant Navy,Muslim,fake
Vellalar,Integrated PG,Public Sector,INR 50 lakhs and above,Urdu,Management/Corporate Professionals,Muslim,fake
Kharwar,M.Ed. (Education),Private Sector,INR 3 lakhs to 4 lakhs,Urdu,Hotels/Restaurants,Muslim,fake
Madiga,Other Doctorate,Central Government,INR Under 50 thousand,Urdu,Health Care,Muslim,fake
Marwari,MBA/PGDM,Central Government,Don't wish to specify,Urdu,Management/Corporate Professionals,Muslim,fake
Oriya,PG Diploma,Private Sector,INR 40 lakhs to 50 lakhs,Urdu,Architecture/Design,Muslim,fake
Reddy,BL/LLB/BGL (Law),Public Sector,Don't wish to specify,Urdu,Real Estate,Muslim,fake
Chettiar,BL/LLB/BGL (Law),Central Government,INR 30 lakhs to 40 lakhs,Urdu,Management/Corporate Professionals,Muslim,fake
Naidu,Engineering,State Government,INR 3 lakhs to 4 lakhs,Urdu,Government Employee,Muslim,fake
"Brahmin,Agarwal",B.Arch (Architecture),Private Sector,INR Under 50 thousand,Urdu,Marketing and Communications,Muslim,fake
Gondhali,M.Com. (Commerce),Private Sector,INR 30 lakhs to 40 lakhs,Urdu,Admin/Secretarial,Muslim,fake
Sindhi-Shikarpuri,M.Plan. (Planning),Central Government,Don't wish to specify,Urdu,Sales/Business Development,Muslim,fake
Sindhi-Amil,MBBS,Public Sector,INR 40 lakhs to 50 lakhs,Urdu,Finance and Accounts,Muslim,fake
Vaddera,BL/LLB/BGL (Law),Central Government,INR Under 50 thousand,Urdu,Agriculture,Muslim,fake
Punjabi,Bachelor of Fashion Technology,Private Sector,INR 40 lakhs to 50 lakhs,Urdu,Government Employee,Muslim,fake
Reddy,MD/MS (Medicine),Public Sector,INR 30 lakhs to 40 lakhs,Urdu,Sales/Business Development,Muslim,fake
Somvanshi,BE B.Tech (Engineering),Public Sector,INR 30 lakhs to 40 lakhs,Urdu,Telecom/ISP,Muslim,fake
Brahmin - Rudraj,M.Lib.Sc. (Library Sciences),Private Sector,INR Under 50 thousand,Urdu,Artists/Animators/Web Designers,Muslim,fake
Mangalorean,B.Sc (Science),Public Sector,Don't wish to specify,Urdu,Oil/Gas,Muslim,fake
Patil,Integrated PG,Private Sector,INR Under 50 thousand,Urdu,Advertising/Entertainment/Media,Muslim,fake
Devanga,MD/MS (Medicine),Private Sector,INR 30 lakhs to 40 lakhs,Urdu,Human Resource,Muslim,fake
Malayalee Namboodiri,PG Diploma,Private Sector,INR 30 lakhs to 40 lakhs,Urdu,Beauty/Fashion/Jewellery Designers,Muslim,fake
Lohana,PG Diploma,Central Government,INR 3 lakhs to 4 lakhs,Urdu,Banking/Insurance/Financial Services,Muslim,fake
Kunbi,CS (Company Secretary),Public Sector,INR 25 lakhs to 30 lakhs,Urdu,Government Employee,Muslim,fake
Vilakkithala Nair,MBBS,Private Sector,INR 30 lakhs to 40 lakhs,Urdu,Government Employee,Muslim,fake
Brahmin - Madhwa,Other School/Graduation,Private Sector,INR 25 lakhs to 30 lakhs,Urdu,Legal,Muslim,fake
Sikh - Rajput,BL/LLB/BGL (Law),State Government,Don't wish to specify,Urdu,Non Working,Muslim,fake
Shetty,Ph.D. (Doctorate),Public Sector,INR 30 lakhs to 40 lakhs,Urdu,Advertising/Entertainment/Media ,Muslim,fake
Jangam,Bachelor of Fashion Technology,Public Sector,INR 50 thousand to 1 lakh,Urdu,Architecture/Design,Muslim,fake
Sunari,Other Diploma,Public Sector,INR 40 lakhs to 50 lakhs,Urdu,Admin/Secretarial,Muslim,fake
Brahmin - Namboodiri,M.Com. (Commerce),Central Government,INR Under 50 thousand,Urdu,Admin/Secretarial,Muslim,fake
Orthodox,M.Arch. (Architecture),Central Government,INR 25 lakhs to 30 lakhs,Urdu,Advertising/Entertainment/Media ,Muslim,fake
Patil,Integrated PG,Central Government,INR 50 thousand to 1 lakh,Urdu,Civil Services/Law Enforcement,Muslim,fake
Brahmin - Madhwa,MBA/PGDM,Private Sector,INR 40 lakhs to 50 lakhs,Urdu,IT,Muslim,fake
Shetty,MD/MS (Medicine),Private Sector,INR 30 lakhs to 40 lakhs,Urdu,Management/Corporate Professionals,Muslim,fake
Karana,B.Sc (Science),State Government,INR 3 lakhs to 4 lakhs,Urdu,Business Owner/Entrepreneur,Muslim,fake
Shah,MD/MS (Medicine),Private Sector,INR Under 50 thousand,Urdu,Civil Services/Law Enforcement,Muslim,fake
Brahmin - Barendra,ME/M.Tech/MS (Engg/Sciences),State Government,INR 25 lakhs to 30 lakhs,Urdu,Artists/Animators/Web Designers,Muslim,fake
Naidu,Other Doctorate,Central Government,INR 25 lakhs to 30 lakhs,Urdu,Artists/Animators/Web Designers,Muslim,fake
Bunt,M.Phil. (Philosophy),Public Sector,INR 25 lakhs to 30 lakhs,Urdu,Defence/Merchant Navy,Muslim,fake
Kalwar,Master of Fashion Technology,State Government,INR 20 lakhs to 25 lakhs,Urdu,Government Employee,Muslim,fake
Kumbara,Ph.D. (Doctorate),State Government,INR Under 50 thousand,Urdu,Construction,Muslim,fake
Sindhi-Hyderabadi,ME/M.Tech/MS (Engg/Sciences),State Government,INR 25 lakhs to 30 lakhs,Urdu,Human Resource,Muslim,fake
Devandra Kula Vellalar,BDS (Dental Surgery),State Government,INR 25 lakhs to 30 lakhs,Urdu,Customer Service/Call Centre/BPO,Muslim,fake
Brahmin - Dravida,CS (Company Secretary),Public Sector,INR 30 lakhs to 40 lakhs,Urdu,Admin/Secretarial,Muslim,fake
Brahmin - Namboodiri,Master of Fashion Technology,Public Sector,INR 30 lakhs to 40 lakhs,Urdu,Purchase/Logistics/Supply chain,Muslim,fake
Kalal,Integrated PG,Central Government,Don't wish to specify,Urdu,Civil Services/Law Enforcement,Muslim,fake
Vaddera,MBBS,State Government,INR 40 lakhs to 50 lakhs,Urdu,Human Resource,Muslim,fake
Brahmin - Velanadu,Master of Hospital Administration,State Government,INR 40 lakhs to 50 lakhs,Urdu,Government Employee,Muslim,fake
Sourashtra,12th,State Government,INR Under 50 thousand,Urdu,Marketing and Communications,Muslim,fake
Lohar,Engineering,Private Sector,INR 40 lakhs to 50 lakhs,Urdu,Others,Muslim,fake
Vokkaliga,CFA (Chartered Financial Analyst),Central Government,Don't wish to specify,Urdu,Banking/Insurance/Financial Services,Muslim,fake
Kurmi Kshatriya,B.El.Ed (Elementary Education),State Government,INR 20 lakhs to 25 lakhs,Urdu,Advertising/Entertainment/Media ,Muslim,fake
Shikarpuri Sindhi,BBA/BBM/BBS,Private Sector,Don't wish to specify,Urdu,Agriculture,Muslim,fake
Mahendra,B.Plan (Planning),Central Government,INR 50 thousand to 1 lakh,Urdu,Beauty/Fashion/Jewellery Designers,Muslim,fake
Kongu Vellala Gounder,MBBS,Central Government,INR 50 lakhs and above,Urdu,Government Employee,Muslim,fake
Jain-Others,Integrated PG,Private Sector,INR 20 lakhs to 25 lakhs,Urdu,Pharmaceutical/Biotechnology,Muslim,fake
Brahmin - Barendra,BHMS (Homeopathy),Private Sector,INR 30 lakhs to 40 lakhs,Urdu,Export/Import,Muslim,fake
Vaishnav Vania,CFA (Chartered Financial Analyst),Central Government,INR 25 lakhs to 30 lakhs,Urdu,Education/Training,Muslim,fake
Scheduled Caste,M.Plan. (Planning),State Government,INR 30 lakhs to 40 lakhs,Urdu,Manufacturing/Engineering/R&D,Muslim,fake
Padmasali,CFA (Chartered Financial Analyst),Public Sector,INR 30 lakhs to 40 lakhs,Urdu,Banking/Insurance/Financial Services,Muslim,fake
Sindhi-Amil,BDS (Dental Surgery),Private Sector,INR 30 lakhs to 40 lakhs,Urdu,Admin/Secretarial,Muslim,fake
Bhandari,M.Pharm. (Pharmacy),Central Government,INR 30 lakhs to 40 lakhs,Urdu,Advertising/Entertainment/Media,Muslim,fake
Baibhand Sindhi,B.Pharm (Pharmacy),State Government,INR 20 lakhs to 25 lakhs,Urdu,IT,Muslim,fake
Matang,BL/LLB/BGL (Law),Private Sector,INR 30 lakhs to 40 lakhs,Urdu,Admin/Secretarial,Muslim,fake
Maharashtrian,B.Pharm (Pharmacy),Private Sector,INR 20 lakhs to 25 lakhs,Urdu,Architecture/Design,Muslim,fake
Khandelwal,B.El.Ed (Elementary Education),Central Government,INR 3 lakhs to 4 lakhs,Urdu,Hotels/Restaurants,Muslim,fake
Koiri,B.Sc (Science),Public Sector,Don't wish to specify,Urdu,Non Working,Muslim,fake
Brahmin - Deshastha,M.Sc. (Science),State Government,INR 20 lakhs to 25 lakhs,Urdu,Human Resource,Muslim,fake
96K Kokanastha,10th,Central Government,Don't wish to specify,Urdu,Finance and Accounts,Muslim,fake
Araya,Master of Fashion Technology,Private Sector,INR Under 50 thousand,Urdu,Agriculture,Muslim,fake
Brahmin - Maithil,M.Plan. (Planning),Private Sector,INR 20 lakhs to 25 lakhs,Urdu,Human Resource,Muslim,fake
Leva patil,Other School/Graduation,State Government,INR 40 lakhs to 50 lakhs,Urdu,Defence/Merchant Navy,Muslim,fake
Rajput Rohella/Tank,M.Pharm. (Pharmacy),Central Government,INR 25 lakhs to 30 lakhs,Urdu,Export/Import,Muslim,fake
Brahmin - Rudraj,BL/LLB/BGL (Law),Private Sector,INR 20 lakhs to 25 lakhs,Urdu,Oil/Gas,Muslim,fake
"Arora,Punjabi",Engineering,Central Government,INR 40 lakhs to 50 lakhs,Urdu,Sales/Business Development,Muslim,fake
Maharashtrian,M.Com. (Commerce),State Government,INR 30 lakhs to 40 lakhs,Urdu,Pharmaceutical/Biotechnology,Muslim,fake
Mali,10th,Public Sector,INR 50 lakhs and above,Urdu,Advertising/Entertainment/Media ,Muslim,fake
Muthuraja,M.Sc. (Science),Central Government,INR 40 lakhs to 50 lakhs,Urdu,Defence/Merchant Navy,Muslim,fake
Sikh - Jat,MBBS,State Government,INR 50 thousand to 1 lakh,Urdu,Construction,Muslim,fake
Nair,MSW (Social Work),Private Sector,INR 50 thousand to 1 lakh,Urdu,Science,Muslim,fake
Hindu-Others,BBA/BBM/BBS,Private Sector,INR 40 lakhs to 50 lakhs,Urdu,Banking/Insurance/Financial Services,Muslim,fake
Tantubai,Master of Hospital Administration,State Government,INR 3 lakhs to 4 lakhs,Urdu,Merchant Navy,Muslim,fake
Saliya,Other Doctorate,Central Government,INR 30 lakhs to 40 lakhs,Urdu,Science,Muslim,fake
Sikh - Intercaste,B.Pharm (Pharmacy),Private Sector,Don't wish to specify,Urdu,Electronics,Muslim,fake
Mapila,Master of Fashion Technology,Public Sector,INR 25 lakhs to 30 lakhs,Urdu,Travel/Airlines,Muslim,fake
Senguntha Mudaliyar,Other School/Graduation,State Government,INR Under 50 thousand,Urdu,Finance and Accounts,Muslim,fake
Ravidasia,B.Pharm (Pharmacy),Public Sector,INR 20 lakhs to 25 lakhs,Urdu,Real Estate,Muslim,fake
Iyengar,MSW (Social Work),State Government,INR 30 lakhs to 40 lakhs,Urdu,Civil Services/Law Enforcement,Muslim,fake
Kapu,MBBS,State Government,INR 25 lakhs to 30 lakhs,Urdu,Purchase/Logistics/Supply chain,Muslim,fake
Brahmin - Hoysala,ME/M.Tech/MS (Engg/Sciences),Private Sector,INR 25 lakhs to 30 lakhs,Urdu,Admin/Secretarial,Muslim,fake
Kurmi Kshatriya,MA (Arts),Private Sector,INR 3 lakhs to 4 lakhs,Urdu,Hotels/Restaurants,Muslim,fake
Brahmin - Karhade,Integrated PG,Private Sector,INR 20 lakhs to 25 lakhs,Urdu,Telecom/ISP,Muslim,fake
MahisyaSaurashtra,M.Phil. (Philosophy),Central Government,INR 20 lakhs to 25 lakhs,Urdu,Architecture/Design,Muslim,fake
Brahmin - Nagar,M.Lib.Sc. (Library Sciences),Private Sector,INR 30 lakhs to 40 lakhs,Urdu,Others,Muslim,fake
Mudaliar Saiva,M.Ed. (Education),State Government,Don't wish to specify,Urdu,Travel/Airlines,Muslim,fake
Thiyya,M.Plan. (Planning),Public Sector,INR 30 lakhs to 40 lakhs,Urdu,Banking/Insurance/Financial Services,Muslim,fake
Thiyya,MDS (Master of Dental Surgery),State Government,INR 30 lakhs to 40 lakhs,Urdu,Export/Import,Muslim,fake
Teli,ME/M.Tech/MS (Engg/Sciences),Central Government,INR 20 lakhs to 25 lakhs,Urdu,Beauty/Fashion/Jewellery Designers,Muslim,fake
Vannar,BDS (Dental Surgery),Central Government,INR 3 lakhs to 4 lakhs,Urdu,Education/Training,Muslim,fake
Devandra Kula Vellalar,M.Phil. (Philosophy),Central Government,INR 40 lakhs to 50 lakhs,Urdu,Manufacturing/Engineering/R&D,Muslim,fake
Nair,B.El.Ed (Elementary Education),Public Sector,INR 50 thousand to 1 lakh,Urdu,Pharmaceutical/Biotechnology,Muslim,fake
Jaiswal,M.Pharm. (Pharmacy),Public Sector,INR 30 lakhs to 40 lakhs,Urdu,Export/Import,Muslim,fake
"Panchal,Suthar",Other Doctorate,Private Sector,Don't wish to specify,Urdu,Banking/Insurance/Financial Services,Muslim,fake
Sindhi,M.Phil. (Philosophy),Public Sector,INR 25 lakhs to 30 lakhs,Urdu,Legal,Muslim,fake
Namboodiri,Arts/Graphic Designing,Public Sector,INR 25 lakhs to 30 lakhs,Urdu,Export/Import,Muslim,fake
Brahmin - Hoysala,B.Ed (Education),Private Sector,Don't wish to specify,Urdu,Defence/Merchant Navy,Muslim,fake
Badaga,MBA/PGDM,State Government,INR 25 lakhs to 30 lakhs,Urdu,Admin/Secretarial,Muslim,fake
Vaishya Vani,CS (Company Secretary),State Government,INR 50 lakhs and above,Urdu,Construction,Muslim,fake
Balija,Other Diploma,Public Sector,INR 40 lakhs to 50 lakhs,Urdu,Oil/Gas,Muslim,fake
Vellalar,M.Arch. (Architecture),Private Sector,INR 30 lakhs to 40 lakhs,Urdu,Non Working,Muslim,fake
Kokanastha Maratha,MD/MS (Medicine),Private Sector,INR 20 lakhs to 25 lakhs,Urdu,Non Working,Muslim,fake
Brahmin - Davadnya,CFA (Chartered Financial Analyst),State Government,INR 40 lakhs to 50 lakhs,Urdu,Government Employee,Muslim,fake
Kalita,MD/MS (Medicine),State Government,INR 50 thousand to 1 lakh,Urdu,Architecture/Design,Muslim,fake
Koiri,MA (Arts),Private Sector,INR 25 lakhs to 30 lakhs,Urdu,Legal,Muslim,fake
Kuruhina Shetty,MA (Arts),Central Government,Don't wish to specify,Urdu,Telecom/ISP,Muslim,fake
Baniya,B.Com (Commerce),Private Sector,INR 25 lakhs to 30 lakhs,Urdu,Health Care,Muslim,fake
Vaishnav,B.Ed (Education),Public Sector,INR 30 lakhs to 40 lakhs,Urdu,Oil/Gas,Muslim,fake
Agri,Other School/Graduation,Public Sector,INR 30 lakhs to 40 lakhs,Maithili,Construction,Jain,fake
Sikh - Kshatriya,B.Pharm (Pharmacy),Public Sector,INR 20 lakhs to 25 lakhs,English,Non Working,Jain,fake
Shimpi,Other School/Graduation,State Government,INR 30 lakhs to 40 lakhs,Marathi,Advertising/Entertainment/Media ,Jain,fake
Sunni,M.Lib.Sc. (Library Sciences),Private Sector,INR 50 thousand to 1 lakh,Bhojpuri,Advertising/Entertainment/Media,Jain,fake
Kalita,PG Diploma,Private Sector,INR Under 50 thousand,Maithili,Government Employee,Jain,fake
Vania,BFA (Fine Arts),Private Sector,INR 30 lakhs to 40 lakhs,Chatisgarhi,Merchant Navy,Jain,fake
Bhavasar Kshatriya,B.Com (Commerce),Central Government,INR 20 lakhs to 25 lakhs,Gujarati,Advertising/Entertainment/Media ,Jain,fake
Kalal,B.Pharm (Pharmacy),State Government,INR 50 lakhs and above,Mizo,Management/Corporate Professionals,Jain,fake
Guptan,CS (Company Secretary),Public Sector,INR 50 lakhs and above,Somali,Purchase/Logistics/Supply chain,Jain,fake
Bahi,M.Pharm. (Pharmacy),Private Sector,INR 30 lakhs to 40 lakhs,Arunachali,Others,Jain,fake
Sindhi-Amil,BBA/BBM/BBS,State Government,INR 25 lakhs to 30 lakhs,Badaga,Business Owner/Entrepreneur,Jain,fake
Kadava Patel,BHMS (Homeopathy),Public Sector,Don't wish to specify,Punjabi,Finance and Accounts,Jain,fake
Koiri,M.Pharm. (Pharmacy),Public Sector,INR 30 lakhs to 40 lakhs,Tamil,Government Employee,Jain,fake
Kashyap,M.Lib.Sc. (Library Sciences),Private Sector,INR 40 lakhs to 50 lakhs,Chatisgarhi,Oil/Gas,Jain,fake
Brahmin - Saryuparin,M.Arch. (Architecture),State Government,INR 30 lakhs to 40 lakhs,Rajasthani,Real Estate,Jain,fake
Karana,CFA (Chartered Financial Analyst),State Government,INR 25 lakhs to 30 lakhs,Khasi,Admin/Secretarial,Jain,fake
Lingayath,B.Sc (Science),Central Government,Don't wish to specify,English,Construction,Jain,fake
Karana,M.Com. (Commerce),Public Sector,INR 3 lakhs to 4 lakhs,Assamese,Admin/Secretarial,Jain,fake
Kushwaha (Koiri),Integrated PG,Private Sector,Don't wish to specify,Maithili,Banking/Insurance/Financial Services,Jain,fake
Gowda,M.Plan. (Planning),State Government,INR 20 lakhs to 25 lakhs,Thadou kuki,Legal,Jain,fake
Kapu,Engineering,Public Sector,INR 3 lakhs to 4 lakhs,Tamil,Legal,Jain,fake
Goud,Integrated PG,Private Sector,INR 25 lakhs to 30 lakhs,Dogri,Advertising/Entertainment/Media ,Jain,fake
Velaan/Vellalar,Arts/Graphic Designing,Central Government,INR 50 thousand to 1 lakh,Manipuri,Legal,Jain,fake
"Sonar,Soni",M.Sc. (Science),Private Sector,Don't wish to specify,Pushtu,Civil Services/Law Enforcement,Jain,fake
Vaishnav,M.Plan. (Planning),State Government,INR 30 lakhs to 40 lakhs,Tulu,Legal,Jain,fake
Brahmin - Smartha,CA (Chartered Accountant),Central Government,INR 50 thousand to 1 lakh,marwari,Export/Import,Jain,fake
Swakula Sali,MA (Arts),Central Government,INR Under 50 thousand,Rajasthani,Real Estate,Jain,fake
Sindhi,M.Plan. (Planning),Central Government,INR 50 lakhs and above,Kannada,Construction,Jain,fake
Senguntha Mudaliyar,M.Lib.Sc. (Library Sciences),State Government,INR 40 lakhs to 50 lakhs,Bhojpuri,Construction,Jain,fake
Scheduled Caste,B.Com (Commerce),State Government,INR 3 lakhs to 4 lakhs,Pushtu,Admin/Secretarial,Jain,fake
Naidu,B.Arch (Architecture),Private Sector,INR 25 lakhs to 30 lakhs,Konkani,Admin/Secretarial,Jain,fake
Bhatraju,MSW (Social Work),Central Government,INR 20 lakhs to 25 lakhs,Sindhi,Business Owner/Entrepreneur,Jain,fake
Namasudra,PG Diploma,Central Government,INR 50 lakhs and above,Badaga,Management/Corporate Professionals,Jain,fake
Jatav,Master of Fashion Technology,State Government,INR 30 lakhs to 40 lakhs,Mizo,Export/Import,Jain,fake
Brahmin - Kokanastha,Integrated PG,Central Government,INR 50 lakhs and above,English,Defence/Management/Corporate Professionals,Jain,fake
Pal,M.Pharm. (Pharmacy),Private Sector,INR 30 lakhs to 40 lakhs,Sindhi,Civil Services/Law Enforcement,Jain,fake
Ambalavasi,M.Lib.Sc. (Library Sciences),Private Sector,INR 3 lakhs to 4 lakhs,Tamil,Science,Jain,fake
Iyer,MDS (Master of Dental Surgery),Public Sector,INR 30 lakhs to 40 lakhs,Marwari,Agriculture,Jain,fake
Baishya,B.Sc (Science),Private Sector,INR 50 thousand to 1 lakh,Garo,Pharmaceutical/Biotechnology,Jain,fake
Valmiki,Engineering,Central Government,INR Under 50 thousand,Swedish,Government Employee,Jain,fake
Brahmin - Iyer,MDS (Master of Dental Surgery),Central Government,INR 20 lakhs to 25 lakhs,Bhojpuri,Education/Training,Jain,fake
Kamma,Engineering,Central Government,INR 25 lakhs to 30 lakhs,Sindhi,Construction,Jain,fake
Gavali,B.Sc (Science),Central Government,INR 30 lakhs to 40 lakhs,Maithili,Business Owner/Entrepreneur,Jain,fake
Gondhali,Integrated PG,Central Government,INR Under 50 thousand,Malayalam,Finance and Accounts,Jain,fake
Sakkhar Sindhi,B.Plan (Planning),Private Sector,INR 30 lakhs to 40 lakhs,Bhojpuri,Travel/Airlines,Jain,fake
Baibhand Sindhi,MSW (Social Work),Public Sector,INR 3 lakhs to 4 lakhs,Santhali,Government Employee,Jain,fake
Sikh - Khatri,10th,State Government,INR 30 lakhs to 40 lakhs,Rajasthani,Merchant Navy,Jain,fake
Marvar,Integrated PG,Central Government,INR 40 lakhs to 50 lakhs,Himachali/Pahari,Others,Jain,fake
Tamboli,B.Pharm (Pharmacy),Central Government,INR 25 lakhs to 30 lakhs,Coorgi,Defence/Management/Corporate Professionals,Jain,fake
Mudaliar Saiva,B.Com (Commerce),Central Government,INR 30 lakhs to 40 lakhs,Konkani,Education/Training,Jain,fake
Brahmin Shivalli,PG Diploma,Public Sector,INR 3 lakhs to 4 lakhs,Khasi,Manufacturing/Engineering/R&D,Jain,fake
Brahmin - Jangra,MA (Arts),Central Government,INR 20 lakhs to 25 lakhs,Kutchi,Banking/Insurance/Financial Services,Jain,fake
Koli,Integrated PG,State Government,Don't wish to specify,Oriya,IT,Jain,fake
Brahmin - Iyer,Other Doctorate,State Government,INR 40 lakhs to 50 lakhs,Coorgi,Sales/Business Development,Jain,fake
"Bengali,Nepali",Integrated PG,Private Sector,INR 50 lakhs and above,Haryanvi,Merchant Navy,Jain,fake
Gavara,M.Ed. (Education),Central Government,INR 50 thousand to 1 lakh,Persian,Human Resource,Jain,fake
Meru Darji,PG Diploma,Central Government,INR 50 lakhs and above,Swedish,Sales/Business Development,Jain,fake
Hindu-Others,Other Diploma,State Government,INR 40 lakhs to 50 lakhs,Tamil,Advertising/Entertainment/Media ,Jain,fake
Thakur,Ph.D. (Doctorate),State Government,INR 50 lakhs and above,Sanskrit,Beauty/Fashion/Jewellery Designers,Jain,fake
Gandla,BBA/BBM/BBS,Central Government,INR 50 lakhs and above,Gujarati,Agriculture,Jain,fake
Sikh - Lubana,Master of Hospital Administration,Central Government,INR 3 lakhs to 4 lakhs,Marathi,Civil Services/Law Enforcement,Jain,fake
Sindhi-Rohiri,B.Pharm (Pharmacy),Central Government,INR 25 lakhs to 30 lakhs,Badaga,Telecom/ISP,Jain,fake
Gurjar,MA (Arts),State Government,INR 50 thousand to 1 lakh,Telugu,Legal,Jain,fake
